word,language,lang_code,seed_word,meaning_en,category,domain,morph_type,ipa,x1_weight,x2_time,x3_space,x4_flow,x5_hardness,x6_moisture,x7_freq_hz,x8_decay,color_hex
킁킁이다,KR,ko,강강,"sniffing scent, smelling inquisitive nose (innate physical motion or state)",Phenomime (Sound),Smell & Odor,STEM+IDA,kʰɯŋkʰɯŋita,7,2,4,7,3,5,1250.0,2,#2F4F4F
킁킁킁킁이다,KR,ko,강강,"repeated sniffing scent, smelling inquisitive nose (innate physical motion or state)",Phenomime (Sound),Smell & Odor,STEM+IDA,kʰɯŋkʰɯŋkʰɯŋkʰɯŋita,7,4,4,7,3,5,1250.0,2,#2F4F4F
킁킁하다,KR,ko,강강,"sniffing scent, smelling inquisitive nose (adjective/verb state or action)",Phenomime (Sound),Smell & Odor,STEM+HADA,kʰɯŋkʰɯŋhata,7,2,4,7,3,5,1250.0,2,#2F4F4F
킁킁킁킁하다,KR,ko,강강,"repeated sniffing scent, smelling inquisitive nose (adjective/verb state or action)",Phenomime (Sound),Smell & Odor,STEM+HADA,kʰɯŋkʰɯŋkʰɯŋkʰɯŋhata,7,4,4,7,3,5,1250.0,2,#2F4F4F
킁킁스럽다,KR,ko,강강사랍다,"sniffing scent, smelling inquisitive nose (characteristic quality)",Phenomime (Sound),Smell & Odor,SUFFIX(어미변화),kʰɯŋkʰɯŋsɯrʌp̚ta,7,2,4,7,5,5,1250.0,2,#2F4F4F
킁킁킁킁스럽다,KR,ko,강강강강사랍다,"repeated sniffing scent, smelling inquisitive nose (characteristic quality)",Phenomime (Sound),Smell & Odor,REDUP(첩어・동일),kʰɯŋkʰɯŋkʰɯŋkʰɯŋsɯrʌp̚ta,7,4,4,7,5,5,1250.0,2,#2F4F4F
킁킁맞다,KR,ko,강강맞다,"sniffing scent, smelling inquisitive nose (fitting quality / tendency)",Phenomime (Sound),Smell & Odor,SUFFIX(어미변화),kʰɯŋkʰɯŋmat̚ta,7,2,4,7,3,5,1250.0,2,#2F4F4F
킁킁킁킁맞다,KR,ko,강강강강맞다,"repeated sniffing scent, smelling inquisitive nose (fitting quality / tendency)",Phenomime (Sound),Smell & Odor,REDUP(첩어・동일),kʰɯŋkʰɯŋkʰɯŋkʰɯŋmat̚ta,7,4,4,7,3,5,1250.0,2,#2F4F4F
킁킁거리며,KR,ko,강강가리며,"sniffing scent, smelling inquisitive nose (doing continuously while...)",Phenomime (Sound),Smell & Odor,SUFFIX(어미변화),kʰɯŋkʰɯŋkʌrimjʌ,7,2,4,7,3,5,1250.0,2,#2F4F4F
킁킁킁킁거리며,KR,ko,강강강강가리며,"repeated sniffing scent, smelling inquisitive nose (doing continuously while...)",Phenomime (Sound),Smell & Odor,REDUP(첩어・동일),kʰɯŋkʰɯŋkʰɯŋkʰɯŋkʌrimjʌ,7,4,4,7,3,5,1250.0,2,#2F4F4F
킁킁대며,KR,ko,강강대며,"sniffing scent, smelling inquisitive nose (doing intensely while...)",Phenomime (Sound),Smell & Odor,SUFFIX(어미변화),kʰɯŋkʰɯŋtɛmjʌ,7,2,4,7,3,5,1250.0,2,#2F4F4F
킁킁킁킁대며,KR,ko,강강강강대며,"repeated sniffing scent, smelling inquisitive nose (doing intensely while...)",Phenomime (Sound),Smell & Odor,REDUP(첩어・동일),kʰɯŋkʰɯŋkʰɯŋkʰɯŋtɛmjʌ,7,4,4,7,3,5,1250.0,2,#2F4F4F
킁킁하게,KR,ko,강강하게,"sniffing scent, smelling inquisitive nose (in a manner of...)",Phenomime (Sound),Smell & Odor,SUFFIX(어미변화),kʰɯŋkʰɯŋhake,7,2,4,7,3,5,1250.0,2,#2F4F4F
킁킁킁킁하게,KR,ko,강강강강하게,"repeated sniffing scent, smelling inquisitive nose (in a manner of...)",Phenomime (Sound),Smell & Odor,REDUP(첩어・동일),kʰɯŋkʰɯŋkʰɯŋkʰɯŋhake,7,4,4,7,3,5,1250.0,2,#2F4F4F
킁킁한,KR,ko,강강한,"sniffing scent, smelling inquisitive nose (state or attribute of...)",Phenomime (Sound),Smell & Odor,SUFFIX(어미변화),kʰɯŋkʰɯŋhan,7,2,4,7,3,5,1250.0,2,#2F4F4F
킁킁킁킁한,KR,ko,강강강강한,"repeated sniffing scent, smelling inquisitive nose (state or attribute of...)",Phenomime (Sound),Smell & Odor,REDUP(첩어・동일),kʰɯŋkʰɯŋkʰɯŋkʰɯŋhan,7,4,4,7,3,5,1250.0,2,#2F4F4F
킁킁스럽게,KR,ko,강강사랍게,"sniffing scent, smelling inquisitive nose (in a characteristic manner of...)",Phenomime (Sound),Smell & Odor,SUFFIX(어미변화),kʰɯŋkʰɯŋsɯrʌp̚ke,7,2,4,7,5,5,1250.0,2,#2F4F4F
킁킁킁킁스럽게,KR,ko,강강강강사랍게,"repeated sniffing scent, smelling inquisitive nose (in a characteristic manner of...)",Phenomime (Sound),Smell & Odor,REDUP(첩어・동일),kʰɯŋkʰɯŋkʰɯŋkʰɯŋsɯrʌp̚ke,7,4,4,7,5,5,1250.0,2,#2F4F4F
킁킁스러운,KR,ko,강강사라온,"sniffing scent, smelling inquisitive nose (characteristic state of...)",Phenomime (Sound),Smell & Odor,SUFFIX(어미변화),kʰɯŋkʰɯŋsɯrʌun,7,2,4,7,3,5,1250.0,2,#2F4F4F
킁킁킁킁스러운,KR,ko,강강강강사라온,"repeated sniffing scent, smelling inquisitive nose (characteristic state of...)",Phenomime (Sound),Smell & Odor,REDUP(첩어・동일),kʰɯŋkʰɯŋkʰɯŋkʰɯŋsɯrʌun,7,4,4,7,3,5,1250.0,2,#2F4F4F
킁킁해서,KR,ko,강강해사,"sniffing scent, smelling inquisitive nose (as a state of...)",Phenomime (Sound),Smell & Odor,SUFFIX(어미변화),kʰɯŋkʰɯŋhɛsʌ,7,2,4,7,3,5,1250.0,2,#2F4F4F
킁킁킁킁해서,KR,ko,강강강강해사,"repeated sniffing scent, smelling inquisitive nose (as a state of...)",Phenomime (Sound),Smell & Odor,REDUP(첩어・동일),kʰɯŋkʰɯŋkʰɯŋkʰɯŋhɛsʌ,7,4,4,7,3,5,1250.0,2,#2F4F4F
킁킁하고,KR,ko,강강하고,"sniffing scent, smelling inquisitive nose (in a state and...)",Phenomime (Sound),Smell & Odor,SUFFIX(어미변화),kʰɯŋkʰɯŋhako,7,2,4,7,3,5,1250.0,2,#2F4F4F
킁킁킁킁하고,KR,ko,강강강강하고,"repeated sniffing scent, smelling inquisitive nose (in a state and...)",Phenomime (Sound),Smell & Odor,REDUP(첩어・동일),kʰɯŋkʰɯŋkʰɯŋkʰɯŋhako,7,4,4,7,3,5,1250.0,2,#2F4F4F
훌쩍,KR,ko,홀작,"sniffling, leaping swiftly or weeping softly",Psychomime (State/Manner),Dynamics & Motion,SINGLE(단발),hultɕ͈ʌk̚,8,8,8,8,5,5,950.0,3,#2F4F4F
훌쩍훌쩍,KR,ko,홀작,"repeated sniffling, leaping swiftly or weeping softly",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),hultɕ͈ʌk̚hultɕ͈ʌk̚,8,7,8,8,5,5,950.0,2,#2F4F4F
훌쩍훌쩍훌쩍,KR,ko,홀작홀작홀작,"continuous repeated sniffling, leaping swiftly or weeping softly",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),hultɕ͈ʌk̚hultɕ͈ʌk̚hultɕ͈ʌk̚,8,7,8,8,5,5,950.0,2,#2F4F4F
훌쩍거리다,KR,ko,홀작,"sniffling, leaping swiftly or weeping softly (continuous / repeated motion or sound)",Psychomime (State/Manner),Dynamics & Motion,STEM+GEORIDA,hultɕ͈ʌk̚kʌrita,8,2,6,8,5,5,950.0,2,#2F4F4F
훌쩍훌쩍거리다,KR,ko,홀작,"repeated sniffling, leaping swiftly or weeping softly (continuous / repeated motion or sound)",Psychomime (State/Manner),Dynamics & Motion,STEM+GEORIDA,hultɕ͈ʌk̚hultɕ͈ʌk̚kʌrita,8,4,6,8,5,5,950.0,2,#2F4F4F
훌쩍대다,KR,ko,홀작,"sniffling, leaping swiftly or weeping softly (intensive / frequent action)",Psychomime (State/Manner),Dynamics & Motion,STEM+DAEDA,hultɕ͈ʌk̚tɛta,8,2,6,8,5,5,950.0,2,#2F4F4F
훌쩍훌쩍대다,KR,ko,홀작,"repeated sniffling, leaping swiftly or weeping softly (intensive / frequent action)",Psychomime (State/Manner),Dynamics & Motion,STEM+DAEDA,hultɕ͈ʌk̚hultɕ͈ʌk̚tɛta,8,4,6,8,5,5,950.0,2,#2F4F4F
훌쩍이다,KR,ko,홀작,"sniffling, leaping swiftly or weeping softly (innate physical motion or state)",Psychomime (State/Manner),Dynamics & Motion,STEM+IDA,hultɕ͈ʌk̚ita,8,2,6,8,5,5,950.0,2,#2F4F4F
훌쩍훌쩍이다,KR,ko,홀작,"repeated sniffling, leaping swiftly or weeping softly (innate physical motion or state)",Psychomime (State/Manner),Dynamics & Motion,STEM+IDA,hultɕ͈ʌk̚hultɕ͈ʌk̚ita,8,4,6,8,5,5,950.0,2,#2F4F4F
훌쩍하다,KR,ko,홀작,"sniffling, leaping swiftly or weeping softly (adjective/verb state or action)",Psychomime (State/Manner),Dynamics & Motion,STEM+HADA,hultɕ͈ʌk̚hata,8,2,6,8,5,5,950.0,2,#2F4F4F
훌쩍훌쩍하다,KR,ko,홀작,"repeated sniffling, leaping swiftly or weeping softly (adjective/verb state or action)",Psychomime (State/Manner),Dynamics & Motion,STEM+HADA,hultɕ͈ʌk̚hultɕ͈ʌk̚hata,8,4,6,8,5,5,950.0,2,#2F4F4F
훌쩍스럽다,KR,ko,홀작사랍다,"sniffling, leaping swiftly or weeping softly (characteristic quality)",Psychomime (State/Manner),Dynamics & Motion,SUFFIX(어미변화),hultɕ͈ʌk̚sɯrʌp̚ta,8,2,6,8,5,5,950.0,2,#2F4F4F
훌쩍훌쩍스럽다,KR,ko,홀작홀작사랍다,"repeated sniffling, leaping swiftly or weeping softly (characteristic quality)",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),hultɕ͈ʌk̚hultɕ͈ʌk̚sɯrʌp̚ta,8,4,6,8,5,5,950.0,2,#2F4F4F
훌쩍맞다,KR,ko,홀작맞다,"sniffling, leaping swiftly or weeping softly (fitting quality / tendency)",Psychomime (State/Manner),Dynamics & Motion,SUFFIX(어미변화),hultɕ͈ʌk̚mat̚ta,8,2,6,8,5,5,950.0,2,#2F4F4F
훌쩍훌쩍맞다,KR,ko,홀작홀작맞다,"repeated sniffling, leaping swiftly or weeping softly (fitting quality / tendency)",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),hultɕ͈ʌk̚hultɕ͈ʌk̚mat̚ta,8,4,6,8,5,5,950.0,2,#2F4F4F
훌쩍거리며,KR,ko,홀작가리며,"sniffling, leaping swiftly or weeping softly (doing continuously while...)",Psychomime (State/Manner),Dynamics & Motion,SUFFIX(어미변화),hultɕ͈ʌk̚kʌrimjʌ,8,2,6,8,5,5,950.0,2,#2F4F4F
훌쩍훌쩍거리며,KR,ko,홀작홀작가리며,"repeated sniffling, leaping swiftly or weeping softly (doing continuously while...)",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),hultɕ͈ʌk̚hultɕ͈ʌk̚kʌrimjʌ,8,4,6,8,5,5,950.0,2,#2F4F4F
훌쩍대며,KR,ko,홀작대며,"sniffling, leaping swiftly or weeping softly (doing intensely while...)",Psychomime (State/Manner),Dynamics & Motion,SUFFIX(어미변화),hultɕ͈ʌk̚tɛmjʌ,8,2,6,8,5,5,950.0,2,#2F4F4F
훌쩍훌쩍대며,KR,ko,홀작홀작대며,"repeated sniffling, leaping swiftly or weeping softly (doing intensely while...)",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),hultɕ͈ʌk̚hultɕ͈ʌk̚tɛmjʌ,8,4,6,8,5,5,950.0,2,#2F4F4F
훌쩍하게,KR,ko,홀작하게,"sniffling, leaping swiftly or weeping softly (in a manner of...)",Psychomime (State/Manner),Dynamics & Motion,SUFFIX(어미변화),hultɕ͈ʌk̚hake,8,2,6,8,5,5,950.0,2,#2F4F4F
훌쩍훌쩍하게,KR,ko,홀작홀작하게,"repeated sniffling, leaping swiftly or weeping softly (in a manner of...)",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),hultɕ͈ʌk̚hultɕ͈ʌk̚hake,8,4,6,8,5,5,950.0,2,#2F4F4F
훌쩍한,KR,ko,홀작한,"sniffling, leaping swiftly or weeping softly (state or attribute of...)",Psychomime (State/Manner),Dynamics & Motion,SUFFIX(어미변화),hultɕ͈ʌk̚han,8,2,6,8,5,5,950.0,2,#2F4F4F
훌쩍훌쩍한,KR,ko,홀작홀작한,"repeated sniffling, leaping swiftly or weeping softly (state or attribute of...)",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),hultɕ͈ʌk̚hultɕ͈ʌk̚han,8,4,6,8,5,5,950.0,2,#2F4F4F
훌쩍스럽게,KR,ko,홀작사랍게,"sniffling, leaping swiftly or weeping softly (in a characteristic manner of...)",Psychomime (State/Manner),Dynamics & Motion,SUFFIX(어미변화),hultɕ͈ʌk̚sɯrʌp̚ke,8,2,6,8,5,5,950.0,2,#2F4F4F
훌쩍훌쩍스럽게,KR,ko,홀작홀작사랍게,"repeated sniffling, leaping swiftly or weeping softly (in a characteristic manner of...)",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),hultɕ͈ʌk̚hultɕ͈ʌk̚sɯrʌp̚ke,8,4,6,8,5,5,950.0,2,#2F4F4F
훌쩍스러운,KR,ko,홀작사라온,"sniffling, leaping swiftly or weeping softly (characteristic state of...)",Psychomime (State/Manner),Dynamics & Motion,SUFFIX(어미변화),hultɕ͈ʌk̚sɯrʌun,8,2,6,8,5,5,950.0,2,#2F4F4F
훌쩍훌쩍스러운,KR,ko,홀작홀작사라온,"repeated sniffling, leaping swiftly or weeping softly (characteristic state of...)",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),hultɕ͈ʌk̚hultɕ͈ʌk̚sɯrʌun,8,4,6,8,5,5,950.0,2,#2F4F4F
훌쩍해서,KR,ko,홀작해사,"sniffling, leaping swiftly or weeping softly (as a state of...)",Psychomime (State/Manner),Dynamics & Motion,SUFFIX(어미변화),hultɕ͈ʌk̚hɛsʌ,8,2,6,8,5,5,950.0,2,#2F4F4F
훌쩍훌쩍해서,KR,ko,홀작홀작해사,"repeated sniffling, leaping swiftly or weeping softly (as a state of...)",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),hultɕ͈ʌk̚hultɕ͈ʌk̚hɛsʌ,8,4,6,8,5,5,950.0,2,#2F4F4F
훌쩍하고,KR,ko,홀작하고,"sniffling, leaping swiftly or weeping softly (in a state and...)",Psychomime (State/Manner),Dynamics & Motion,SUFFIX(어미변화),hultɕ͈ʌk̚hako,8,2,6,8,5,5,950.0,2,#2F4F4F
훌쩍훌쩍하고,KR,ko,홀작홀작하고,"repeated sniffling, leaping swiftly or weeping softly (in a state and...)",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),hultɕ͈ʌk̚hultɕ͈ʌk̚hako,8,4,6,8,5,5,950.0,2,#2F4F4F
벌컥,KR,ko,발각,"gulping down liquid, throwing open a door",Psychomime (State/Manner),Dynamics & Motion,SINGLE(단발),pʌlkʰʌk̚,7,8,8,7,5,8,1250.0,3,#2F4F4F
벌컥벌컥,KR,ko,발각,"repeated gulping down liquid, throwing open a door",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),pʌlkʰʌk̚pʌlkʰʌk̚,7,7,8,7,5,8,1250.0,2,#2F4F4F
벌컥벌컥벌컥,KR,ko,발각발각발각,"continuous repeated gulping down liquid, throwing open a door",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),pʌlkʰʌk̚pʌlkʰʌk̚pʌlkʰʌk̚,7,7,8,7,5,8,1250.0,2,#2F4F4F
벌컥거리다,KR,ko,발각,"gulping down liquid, throwing open a door (continuous / repeated motion or sound)",Psychomime (State/Manner),Dynamics & Motion,STEM+GEORIDA,pʌlkʰʌk̚kʌrita,7,2,6,7,5,8,1250.0,2,#2F4F4F
벌컥벌컥거리다,KR,ko,발각,"repeated gulping down liquid, throwing open a door (continuous / repeated motion or sound)",Psychomime (State/Manner),Dynamics & Motion,STEM+GEORIDA,pʌlkʰʌk̚pʌlkʰʌk̚kʌrita,7,4,6,7,5,8,1250.0,2,#2F4F4F
벌컥대다,KR,ko,발각,"gulping down liquid, throwing open a door (intensive / frequent action)",Psychomime (State/Manner),Dynamics & Motion,STEM+DAEDA,pʌlkʰʌk̚tɛta,7,2,6,7,5,8,1250.0,2,#2F4F4F
벌컥벌컥대다,KR,ko,발각,"repeated gulping down liquid, throwing open a door (intensive / frequent action)",Psychomime (State/Manner),Dynamics & Motion,STEM+DAEDA,pʌlkʰʌk̚pʌlkʰʌk̚tɛta,7,4,6,7,5,8,1250.0,2,#2F4F4F
벌컥이다,KR,ko,발각,"gulping down liquid, throwing open a door (innate physical motion or state)",Psychomime (State/Manner),Dynamics & Motion,STEM+IDA,pʌlkʰʌk̚ita,7,2,6,7,5,8,1250.0,2,#2F4F4F
벌컥벌컥이다,KR,ko,발각,"repeated gulping down liquid, throwing open a door (innate physical motion or state)",Psychomime (State/Manner),Dynamics & Motion,STEM+IDA,pʌlkʰʌk̚pʌlkʰʌk̚ita,7,4,6,7,5,8,1250.0,2,#2F4F4F
벌컥하다,KR,ko,발각,"gulping down liquid, throwing open a door (adjective/verb state or action)",Psychomime (State/Manner),Dynamics & Motion,STEM+HADA,pʌlkʰʌk̚hata,7,2,6,7,5,8,1250.0,2,#2F4F4F
벌컥벌컥하다,KR,ko,발각,"repeated gulping down liquid, throwing open a door (adjective/verb state or action)",Psychomime (State/Manner),Dynamics & Motion,STEM+HADA,pʌlkʰʌk̚pʌlkʰʌk̚hata,7,4,6,7,5,8,1250.0,2,#2F4F4F
벌컥스럽다,KR,ko,발각사랍다,"gulping down liquid, throwing open a door (characteristic quality)",Psychomime (State/Manner),Dynamics & Motion,SUFFIX(어미변화),pʌlkʰʌk̚sɯrʌp̚ta,7,2,6,7,5,8,1250.0,2,#2F4F4F
벌컥벌컥스럽다,KR,ko,발각발각사랍다,"repeated gulping down liquid, throwing open a door (characteristic quality)",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),pʌlkʰʌk̚pʌlkʰʌk̚sɯrʌp̚ta,7,4,6,7,5,8,1250.0,2,#2F4F4F
벌컥맞다,KR,ko,발각맞다,"gulping down liquid, throwing open a door (fitting quality / tendency)",Psychomime (State/Manner),Dynamics & Motion,SUFFIX(어미변화),pʌlkʰʌk̚mat̚ta,7,2,6,7,5,8,1250.0,2,#2F4F4F
벌컥벌컥맞다,KR,ko,발각발각맞다,"repeated gulping down liquid, throwing open a door (fitting quality / tendency)",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),pʌlkʰʌk̚pʌlkʰʌk̚mat̚ta,7,4,6,7,5,8,1250.0,2,#2F4F4F
벌컥거리며,KR,ko,발각가리며,"gulping down liquid, throwing open a door (doing continuously while...)",Psychomime (State/Manner),Dynamics & Motion,SUFFIX(어미변화),pʌlkʰʌk̚kʌrimjʌ,7,2,6,7,5,8,1250.0,2,#2F4F4F
벌컥벌컥거리며,KR,ko,발각발각가리며,"repeated gulping down liquid, throwing open a door (doing continuously while...)",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),pʌlkʰʌk̚pʌlkʰʌk̚kʌrimjʌ,7,4,6,7,5,8,1250.0,2,#2F4F4F
벌컥대며,KR,ko,발각대며,"gulping down liquid, throwing open a door (doing intensely while...)",Psychomime (State/Manner),Dynamics & Motion,SUFFIX(어미변화),pʌlkʰʌk̚tɛmjʌ,7,2,6,7,5,8,1250.0,2,#2F4F4F
벌컥벌컥대며,KR,ko,발각발각대며,"repeated gulping down liquid, throwing open a door (doing intensely while...)",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),pʌlkʰʌk̚pʌlkʰʌk̚tɛmjʌ,7,4,6,7,5,8,1250.0,2,#2F4F4F
벌컥하게,KR,ko,발각하게,"gulping down liquid, throwing open a door (in a manner of...)",Psychomime (State/Manner),Dynamics & Motion,SUFFIX(어미변화),pʌlkʰʌk̚hake,7,2,6,7,5,8,1250.0,2,#2F4F4F
벌컥벌컥하게,KR,ko,발각발각하게,"repeated gulping down liquid, throwing open a door (in a manner of...)",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),pʌlkʰʌk̚pʌlkʰʌk̚hake,7,4,6,7,5,8,1250.0,2,#2F4F4F
벌컥한,KR,ko,발각한,"gulping down liquid, throwing open a door (state or attribute of...)",Psychomime (State/Manner),Dynamics & Motion,SUFFIX(어미변화),pʌlkʰʌk̚han,7,2,6,7,5,8,1250.0,2,#2F4F4F
벌컥벌컥한,KR,ko,발각발각한,"repeated gulping down liquid, throwing open a door (state or attribute of...)",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),pʌlkʰʌk̚pʌlkʰʌk̚han,7,4,6,7,5,8,1250.0,2,#2F4F4F
벌컥스럽게,KR,ko,발각사랍게,"gulping down liquid, throwing open a door (in a characteristic manner of...)",Psychomime (State/Manner),Dynamics & Motion,SUFFIX(어미변화),pʌlkʰʌk̚sɯrʌp̚ke,7,2,6,7,5,8,1250.0,2,#2F4F4F
벌컥벌컥스럽게,KR,ko,발각발각사랍게,"repeated gulping down liquid, throwing open a door (in a characteristic manner of...)",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),pʌlkʰʌk̚pʌlkʰʌk̚sɯrʌp̚ke,7,4,6,7,5,8,1250.0,2,#2F4F4F
벌컥스러운,KR,ko,발각사라온,"gulping down liquid, throwing open a door (characteristic state of...)",Psychomime (State/Manner),Dynamics & Motion,SUFFIX(어미변화),pʌlkʰʌk̚sɯrʌun,7,2,6,7,5,8,1250.0,2,#2F4F4F
벌컥벌컥스러운,KR,ko,발각발각사라온,"repeated gulping down liquid, throwing open a door (characteristic state of...)",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),pʌlkʰʌk̚pʌlkʰʌk̚sɯrʌun,7,4,6,7,5,8,1250.0,2,#2F4F4F
벌컥해서,KR,ko,발각해사,"gulping down liquid, throwing open a door (as a state of...)",Psychomime (State/Manner),Dynamics & Motion,SUFFIX(어미변화),pʌlkʰʌk̚hɛsʌ,7,2,6,7,5,8,1250.0,2,#2F4F4F
벌컥벌컥해서,KR,ko,발각발각해사,"repeated gulping down liquid, throwing open a door (as a state of...)",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),pʌlkʰʌk̚pʌlkʰʌk̚hɛsʌ,7,4,6,7,5,8,1250.0,2,#2F4F4F
벌컥하고,KR,ko,발각하고,"gulping down liquid, throwing open a door (in a state and...)",Psychomime (State/Manner),Dynamics & Motion,SUFFIX(어미변화),pʌlkʰʌk̚hako,7,2,6,7,5,8,1250.0,2,#2F4F4F
벌컥벌컥하고,KR,ko,발각발각하고,"repeated gulping down liquid, throwing open a door (in a state and...)",Psychomime (State/Manner),Dynamics & Motion,REDUP(첩어・동일),pʌlkʰʌk̚pʌlkʰʌk̚hako,7,4,6,7,5,8,1250.0,2,#2F4F4F
꿀꺽,KR,ko,골각,"swallowing gulp, gulping drink down",Phenomime (Sound),Taste & Flavor,SINGLE(단발),k͈ulk͈ʌk̚,8,8,6,4,5,5,950.0,3,#2F4F4F
꿀꺽꿀꺽,KR,ko,골각,"repeated swallowing gulp, gulping drink down",Phenomime (Sound),Taste & Flavor,REDUP(첩어・동일),k͈ulk͈ʌk̚k͈ulk͈ʌk̚,8,7,6,4,5,5,950.0,2,#2F4F4F
꿀꺽꿀꺽꿀꺽,KR,ko,골각골각골각,"continuous repeated swallowing gulp, gulping drink down",Phenomime (Sound),Taste & Flavor,REDUP(첩어・동일),k͈ulk͈ʌk̚k͈ulk͈ʌk̚k͈ulk͈ʌk̚,8,7,6,4,5,5,950.0,2,#2F4F4F
꿀꺽거리다,KR,ko,골각,"swallowing gulp, gulping drink down (continuous / repeated motion or sound)",Phenomime (Sound),Taste & Flavor,STEM+GEORIDA,k͈ulk͈ʌk̚kʌrita,8,2,4,4,5,5,950.0,2,#2F4F4F
꿀꺽꿀꺽거리다,KR,ko,골각,"repeated swallowing gulp, gulping drink down (continuous / repeated motion or sound)",Phenomime (Sound),Taste & Flavor,STEM+GEORIDA,k͈ulk͈ʌk̚k͈ulk͈ʌk̚kʌrita,8,4,4,4,5,5,950.0,2,#2F4F4F
꿀꺽대다,KR,ko,골각,"swallowing gulp, gulping drink down (intensive / frequent action)",Phenomime (Sound),Taste & Flavor,STEM+DAEDA,k͈ulk͈ʌk̚tɛta,8,2,4,4,5,5,950.0,2,#2F4F4F
꿀꺽꿀꺽대다,KR,ko,골각,"repeated swallowing gulp, gulping drink down (intensive / frequent action)",Phenomime (Sound),Taste & Flavor,STEM+DAEDA,k͈ulk͈ʌk̚k͈ulk͈ʌk̚tɛta,8,4,4,4,5,5,950.0,2,#2F4F4F
꿀꺽이다,KR,ko,골각,"swallowing gulp, gulping drink down (innate physical motion or state)",Phenomime (Sound),Taste & Flavor,STEM+IDA,k͈ulk͈ʌk̚ita,8,2,4,4,5,5,950.0,2,#2F4F4F
꿀꺽꿀꺽이다,KR,ko,골각,"repeated swallowing gulp, gulping drink down (innate physical motion or state)",Phenomime (Sound),Taste & Flavor,STEM+IDA,k͈ulk͈ʌk̚k͈ulk͈ʌk̚ita,8,4,4,4,5,5,950.0,2,#2F4F4F
꿀꺽하다,KR,ko,골각,"swallowing gulp, gulping drink down (adjective/verb state or action)",Phenomime (Sound),Taste & Flavor,STEM+HADA,k͈ulk͈ʌk̚hata,8,2,4,6,5,5,950.0,2,#2F4F4F
꿀꺽꿀꺽하다,KR,ko,골각,"repeated swallowing gulp, gulping drink down (adjective/verb state or action)",Phenomime (Sound),Taste & Flavor,STEM+HADA,k͈ulk͈ʌk̚k͈ulk͈ʌk̚hata,8,4,4,6,5,5,950.0,2,#2F4F4F
꿀꺽스럽다,KR,ko,골각사랍다,"swallowing gulp, gulping drink down (characteristic quality)",Phenomime (Sound),Taste & Flavor,SUFFIX(어미변화),k͈ulk͈ʌk̚sɯrʌp̚ta,8,2,4,6,5,5,950.0,2,#2F4F4F
